,0,1,2,3,4,5,6
2943,gardnke01,Kenneth Gardner,1976,0,g,https://www.basketball-reference.com/players/g/gardnke01.html,
2944,anderke01,Kenny Anderson,1992-2005,0,a,https://www.basketball-reference.com/players/a/anderke01.html,
2945,battlke01,Kenny Battle,1990-1993,0,b,https://www.basketball-reference.com/players/b/battlke01.html,
2946,carrke01,Kenny Carr,1978-1987,0,c,https://www.basketball-reference.com/players/c/carrke01.html,
2947,dennake01,Kenny Dennard,1982-1984,0,d,https://www.basketball-reference.com/players/d/dennake01.html,
2948,fieldke01,Kenny Fields,1985-1988,0,f,https://www.basketball-reference.com/players/f/fieldke01.html,
2949,gattike01,Kenny Gattison,1987-1996,0,g,https://www.basketball-reference.com/players/g/gattike01.html,
2950,greenke02,Kenny Green,1986-1987,0,g,https://www.basketball-reference.com/players/g/greenke02.html,
2951,higgske01,Kenny Higgs,1979-1982,0,h,https://www.basketball-reference.com/players/h/higgske01.html,
2952,kadjike01,Kenny Kadji,-,0,k,https://www.basketball-reference.com/players/k/kadjike01.html,
2953,mcintke01,Kenny McIntosh,1972-1975,0,m,https://www.basketball-reference.com/players/m/mcintke01.html,
2954,nattke01,Kenny Natt,1981-1985,0,n,https://www.basketball-reference.com/players/n/nattke01.html,
2955,payneke01,Kenny Payne,1990-1993,0,p,https://www.basketball-reference.com/players/p/payneke01.html,
2956,rollike01,Kenny Rollins,1949-1953,0,r,https://www.basketball-reference.com/players/r/rollike01.html,
2957,sailoke01,Kenny Sailors,1947-1951,0,s,https://www.basketball-reference.com/players/s/sailoke01.html,
2958,satteke01,Kenny Satterfield,2002-2003,0,s,https://www.basketball-reference.com/players/s/satteke01.html,
2959,searske01,Kenny Sears,1956-1964,0,s,https://www.basketball-reference.com/players/s/searske01.html,
2960,smithke01,Kenny Smith,1988-1997,0,s,https://www.basketball-reference.com/players/s/smithke01.html,
2961,thomake01,Kenny Thomas,2000-2010,0,t,https://www.basketball-reference.com/players/t/thomake01.html,
2962,walkeke01,Kenny Walker,1987-1995,0,w,https://www.basketball-reference.com/players/w/walkeke01.html,
2963,willike03,Kenny Williams,1991-1994,0,w,https://www.basketball-reference.com/players/w/willike03.html,
2964,willike04,Kenrich Williams,2019,1,w,https://www.basketball-reference.com/players/w/willike04.html,
2965,bazemke01,Kent Bazemore,2013-2019,1,b,https://www.basketball-reference.com/players/b/bazemke01.html,
2966,bensoke01,Kent Benson,1978-1988,0,b,https://www.basketball-reference.com/players/b/bensoke01.html,
2967,caldwke01,Kentavious Caldwell-Pope,2014-2019,1,c,https://www.basketball-reference.com/players/c/caldwke01.html,
2968,edelike01,Kenton Edelin,1985,0,e,https://www.basketball-reference.com/players/e/edelike01.html,
2969,martike01,Kenyon Martin,2001-2015,0,m,https://www.basketball-reference.com/players/m/martike01.html,
2970,clarkke01,Keon Clark,1999-2004,0,c,https://www.basketball-reference.com/players/c/clarkke01.html,
2971,washike01,Kermit Washington,1974-1988,0,w,https://www.basketball-reference.com/players/w/washike01.html,
2972,kittlke01,Kerry Kittles,1997-2005,0,k,https://www.basketball-reference.com/players/k/kittlke01.html,
2973,brookke01,Kevin Brooks,1992-1994,0,b,https://www.basketball-reference.com/players/b/brookke01.html,
2974,burleke01,Kevin Burleson,2006,0,b,https://www.basketball-reference.com/players/b/burleke01.html,
2975,duckwke01,Kevin Duckworth,1987-1997,0,d,https://www.basketball-reference.com/players/d/duckwke01.html,
2976,duranke01,Kevin Durant,2008-2019,1,d,https://www.basketball-reference.com/players/d/duranke01.html,
2977,edwarke01,Kevin Edwards,1989-2001,0,e,https://www.basketball-reference.com/players/e/edwarke01.html,
2978,gamblke01,Kevin Gamble,1988-1997,0,g,https://www.basketball-reference.com/players/g/gamblke01.html,
2979,garneke01,Kevin Garnett,1996-2016,0,g,https://www.basketball-reference.com/players/g/garneke01.html,
2980,greveke01,Kevin Grevey,1976-1985,0,g,https://www.basketball-reference.com/players/g/greveke01.html,
2981,hendeke01,Kevin Henderson,1987-1988,0,h,https://www.basketball-reference.com/players/h/hendeke01.html,
2982,herveke01,Kevin Hervey,-,0,h,https://www.basketball-reference.com/players/h/herveke01.html,
2983,huertke01,Kevin Huerter,2019,1,h,https://www.basketball-reference.com/players/h/huertke01.html,
2984,johnske02,Kevin Johnson,1988-2000,0,j,https://www.basketball-reference.com/players/j/johnske02.html,
2985,joneske01,Kevin Jones,2013,0,j,https://www.basketball-reference.com/players/j/joneske01.html,
2986,joyceke01,Kevin Joyce,1974-1976,0,j,https://www.basketball-reference.com/players/j/joyceke01.html,
2987,knoxke01,Kevin Knox,2019,1,k,https://www.basketball-reference.com/players/k/knoxke01.html,
2988,kunneke01,Kevin Kunnert,1974-1982,0,k,https://www.basketball-reference.com/players/k/kunneke01.html,
2989,loderke01,Kevin Loder,1982-1984,0,l,https://www.basketball-reference.com/players/l/loderke01.html,
2990,loughke01,Kevin Loughery,1963-1973,0,l,https://www.basketball-reference.com/players/l/loughke01.html,
2991,loveke01,Kevin Love,2009-2019,1,l,https://www.basketball-reference.com/players/l/loveke01.html,
2992,lynchke01,Kevin Lynch,1992-1993,0,l,https://www.basketball-reference.com/players/l/lynchke01.html,
2993,martike02,Kevin Martin,2005-2016,0,m,https://www.basketball-reference.com/players/m/martike02.html,
2994,mchalke01,Kevin McHale,1981-1993,0,m,https://www.basketball-reference.com/players/m/mchalke01.html,
2995,mckenke01,Kevin McKenna,1982-1988,0,m,https://www.basketball-reference.com/players/m/mckenke01.html,
2996,murphke01,Kevin Murphy,2013,0,m,https://www.basketball-reference.com/players/m/murphke01.html,
2997,osheake01,Kevin O'Shea,1951-1953,0,o,https://www.basketball-reference.com/players/o/osheake01.html,
2998,ollieke01,Kevin Ollie,1998-2010,0,o,https://www.basketball-reference.com/players/o/ollieke01.html,
2999,porteke01,Kevin Porter,1973-1983,0,p,https://www.basketball-reference.com/players/p/porteke01.html,
3000,pritcke01,Kevin Pritchard,1991-1996,0,p,https://www.basketball-reference.com/players/p/pritcke01.html,
3001,restake01,Kevin Restani,1975-1982,0,r,https://www.basketball-reference.com/players/r/restake01.html,
3002,salvake01,Kevin Salvadori,1997-1998,0,s,https://www.basketball-reference.com/players/s/salvake01.html,
3003,serapke01,Kevin Seraphin,2011-2017,1,s,https://www.basketball-reference.com/players/s/serapke01.html,
3004,stacoke01,Kevin Stacom,1975-1982,0,s,https://www.basketball-reference.com/players/s/stacoke01.html,
3005,thompke01,Kevin Thompson,1994,0,t,https://www.basketball-reference.com/players/t/thompke01.html,
3006,willike01,Kevin Williams,1984-1989,0,w,https://www.basketball-reference.com/players/w/willike01.html,
3007,willike02,Kevin Willis,1985-2007,0,w,https://www.basketball-reference.com/players/w/willike02.html,
3008,pinknke01,Kevinn Pinkney,2007,0,p,https://www.basketball-reference.com/players/p/pinknke01.html,
3009,looneke01,Kevon Looney,2016-2019,1,l,https://www.basketball-reference.com/players/l/looneke01.html,
3010,clarkke03,Keydren Clark,-,0,c,https://www.basketball-reference.com/players/c/clarkke03.html,
3011,doolike01,Keyon Dooling,2001-2013,0,d,https://www.basketball-reference.com/players/d/doolike01.html,
3012,elamikh01,Khalid El-Amin,2001,0,e,https://www.basketball-reference.com/players/e/elamikh01.html,
3013,reevekh01,Khalid Reeves,1995-2000,0,r,https://www.basketball-reference.com/players/r/reevekh01.html,
3014,wyattkh01,Khalif Wyatt,-,0,w,https://www.basketball-reference.com/players/w/wyattkh01.html,
3015,birchkh01,Khem Birch,2018-2019,1,b,https://www.basketball-reference.com/players/b/birchkh01.html,
3016,middlkh01,Khris Middleton,2013-2019,1,m,https://www.basketball-reference.com/players/m/middlkh01.html,
3017,thomakh01,Khyri Thomas,-,0,t,https://www.basketball-reference.com/players/t/thomakh01.html,
3018,vandeki01,Kiki Vandeweghe,1981-1993,0,v,https://www.basketball-reference.com/players/v/vandeki01.html,
3019,anderki01,Kim Anderson,1979,0,a,https://www.basketball-reference.com/players/a/anderki01.html,
3020,engliki01,Kim English,2013,0,e,https://www.basketball-reference.com/players/e/engliki01.html,
3021,hugheki01,Kim Hughes,1976-1981,0,h,https://www.basketball-reference.com/players/h/hugheki01.html,
3022,hastoki01,Kirk Haston,2002-2003,0,h,https://www.basketball-reference.com/players/h/hastoki01.html,
3023,hinriki01,Kirk Hinrich,2004-2016,0,h,https://www.basketball-reference.com/players/h/hinriki01.html,
3024,penneki01,Kirk Penney,2004-2005,0,p,https://www.basketball-reference.com/players/p/penneki01.html,
3025,snydeki01,Kirk Snyder,2005-2008,0,s,https://www.basketball-reference.com/players/s/snydeki01.html,
3026,garriki01,Kiwane Garris,1998-2000,0,g,https://www.basketball-reference.com/players/g/garriki01.html,
3027,thompkl01,Klay Thompson,2012-2019,1,t,https://www.basketball-reference.com/players/t/thompkl01.html,
3028,hermskl01,Kleggie Hermsen,1947-1953,0,h,https://www.basketball-reference.com/players/h/hermskl01.html,
3029,pennkl01,Kleon Penn,-,0,p,https://www.basketball-reference.com/players/p/pennkl01.html,
3030,bryanko01,Kobe Bryant,1997-2016,0,b,https://www.basketball-reference.com/players/b/bryanko01.html,
3031,simmoko01,Kobi Simmons,2018,1,s,https://www.basketball-reference.com/players/s/simmoko01.html,
3032,lucioko01,Korie Lucious,-,0,l,https://www.basketball-reference.com/players/l/lucioko01.html,
3033,youngko01,Korleone Young,1999,0,y,https://www.basketball-reference.com/players/y/youngko01.html,
3034,davidko01,Kornel David,1999-2001,0,d,https://www.basketball-reference.com/players/d/davidko01.html,
3035,koufoko01,Kosta Koufos,2009-2018,1,k,https://www.basketball-reference.com/players/k/koufoko01.html,
3036,perovko01,Kosta Perovic,2008,0,p,https://www.basketball-reference.com/players/p/perovko01.html,
3037,antetko01,Kostas Antetokounmpo,-,0,a,https://www.basketball-reference.com/players/a/antetko01.html,
3038,papanko01,Kostas Papanikolaou,2015-2016,0,p,https://www.basketball-reference.com/players/p/papanko01.html,
3039,dunnkr01,Kris Dunn,2017-2018,1,d,https://www.basketball-reference.com/players/d/dunnkr01.html,
3040,humphkr01,Kris Humphries,2005-2017,0,h,https://www.basketball-reference.com/players/h/humphkr01.html,
3041,josepkr01,Kris Joseph,2013,0,j,https://www.basketball-reference.com/players/j/josepkr01.html,
3042,porzikr01,Kristaps Porzingis,2016-2018,1,p,https://www.basketball-reference.com/players/p/porzikr01.html,
3043,leeku01,Kurk Lee,1991,0,l,https://www.basketball-reference.com/players/l/leeku01.html,
3044,nimphku01,Kurt Nimphius,1982-1990,0,n,https://www.basketball-reference.com/players/n/nimphku01.html,
3045,rambiku01,Kurt Rambis,1982-1995,0,r,https://www.basketball-reference.com/players/r/rambiku01.html,
3046,thomaku01,Kurt Thomas,1996-2013,0,t,https://www.basketball-reference.com/players/t/thomaku01.html,
3047,brownkw01,Kwame Brown,2002-2013,0,b,https://www.basketball-reference.com/players/b/brownkw01.html,
3048,vaughkw01,Kwame Vaughn,-,0,v,https://www.basketball-reference.com/players/v/vaughkw01.html,
3049,anderky01,Kyle Anderson,2015-2019,1,a,https://www.basketball-reference.com/players/a/anderky01.html,
3050,baronky01,Kyle Barone,-,0,b,https://www.basketball-reference.com/players/b/baronky01.html,
3051,caseyky01,Kyle Casey,-,0,c,https://www.basketball-reference.com/players/c/caseyky01.html,
3052,colliky01,Kyle Collinsworth,2018,1,c,https://www.basketball-reference.com/players/c/colliky01.html,
3053,gibsoky01,Kyle Gibson,-,0,g,https://www.basketball-reference.com/players/g/gibsoky01.html,
3054,korveky01,Kyle Korver,2004-2019,1,k,https://www.basketball-reference.com/players/k/korveky01.html,
3055,kuricky01,Kyle Kuric,-,0,k,https://www.basketball-reference.com/players/k/kuricky01.html,
3056,kuzmaky01,Kyle Kuzma,2018-2019,1,k,https://www.basketball-reference.com/players/k/kuzmaky01.html,
3057,lowryky01,Kyle Lowry,2007-2019,1,l,https://www.basketball-reference.com/players/l/lowryky01.html,
3058,macyky01,Kyle Macy,1981-1987,0,m,https://www.basketball-reference.com/players/m/macyky01.html,
3059,oquinky01,Kyle O'Quinn,2013-2019,1,o,https://www.basketball-reference.com/players/o/oquinky01.html,
3060,randaky01,Kyle Randall,-,0,r,https://www.basketball-reference.com/players/r/randaky01.html,
3061,singlky01,Kyle Singler,2013-2018,1,s,https://www.basketball-reference.com/players/s/singlky01.html,
3062,weaveky01,Kyle Weaver,2009-2011,0,w,https://www.basketball-reference.com/players/w/weaveky01.html,
3063,wiltjky01,Kyle Wiltjer,2017,1,w,https://www.basketball-reference.com/players/w/wiltjky01.html,
3064,irvinky01,Kyrie Irving,2012-2019,1,i,https://www.basketball-reference.com/players/i/irvinky01.html,
3065,fesenky01,Kyrylo Fesenko,2008-2012,0,f,https://www.basketball-reference.com/players/f/fesenky01.html,
3066,peaklj01,L.J. Peak,-,0,p,https://www.basketball-reference.com/players/p/peaklj01.html,
3067,smithla02,LaBradford Smith,1992-1994,0,s,https://www.basketball-reference.com/players/s/smithla02.html,
3068,hentola01,LaDontae Henton,-,0,h,https://www.basketball-reference.com/players/h/hentola01.html,
3069,greenla01,Lamar Green,1970-1975,0,g,https://www.basketball-reference.com/players/g/greenla01.html,
3070,odomla01,Lamar Odom,2000-2013,0,o,https://www.basketball-reference.com/players/o/odomla01.html,
3071,pattela01,Lamar Patterson,2016-2017,1,p,https://www.basketball-reference.com/players/p/pattela01.html,
3072,aldrila01,LaMarcus Aldridge,2007-2019,1,a,https://www.basketball-reference.com/players/a/aldrila01.html,
3073,bakerla01,LaMark Baker,1999,0,b,https://www.basketball-reference.com/players/b/bakerla01.html,
3074,murrala01,Lamond Murray,1995-2006,0,m,https://www.basketball-reference.com/players/m/murrala01.html,
3075,mackla01,Lamont Mack,-,0,m,https://www.basketball-reference.com/players/m/mackla01.html,
3076,strotla01,Lamont Strothers,1992-1993,0,s,https://www.basketball-reference.com/players/s/strotla01.html,
3077,copella01,Lanard Copeland,1990-1992,0,c,https://www.basketball-reference.com/players/c/copella01.html,
3078,gordola01,Lancaster Gordon,1985-1988,0,g,https://www.basketball-reference.com/players/g/gordola01.html,
3079,allrela01,Lance Allred,2008,0,a,https://www.basketball-reference.com/players/a/allrela01.html,
3080,blankla01,Lance Blanks,1991-1993,0,b,https://www.basketball-reference.com/players/b/blankla01.html,
3081,goulbla01,Lance Goulbourne,-,0,g,https://www.basketball-reference.com/players/g/goulbla01.html,
3082,stephla01,Lance Stephenson,2011-2019,1,s,https://www.basketball-reference.com/players/s/stephla01.html,
3083,thomala01,Lance Thomas,2012-2019,1,t,https://www.basketball-reference.com/players/t/thomala01.html,
3084,fieldla01,Landry Fields,2011-2015,0,f,https://www.basketball-reference.com/players/f/fieldla01.html,
3085,nnokola01,Landry Nnoko,-,0,n,https://www.basketball-reference.com/players/n/nnokola01.html,
3086,shamela01,Landry Shamet,2019,1,s,https://www.basketball-reference.com/players/s/shamela01.html,
3087,gallola01,Langston Galloway,2015-2019,1,g,https://www.basketball-reference.com/players/g/gallola01.html,
3088,ellisla01,LaPhonso Ellis,1993-2003,0,e,https://www.basketball-reference.com/players/e/ellisla01.html,
3089,ketnela01,Lari Ketner,2000-2001,0,k,https://www.basketball-reference.com/players/k/ketnela01.html,
3090,profila01,Laron Profit,2000-2006,0,p,https://www.basketball-reference.com/players/p/profila01.html,
3091,berghla01,Larry Bergh,1970,0,b,https://www.basketball-reference.com/players/b/berghla01.html,
3092,birdla01,Larry Bird,1980-1992,0,b,https://www.basketball-reference.com/players/b/birdla01.html,
3093,brownla01,Larry Brown,1968-1972,0,b,https://www.basketball-reference.com/players/b/brownla01.html,
3094,buncela01,Larry Bunce,1968-1969,0,b,https://www.basketball-reference.com/players/b/buncela01.html,
3095,cannola01,Larry Cannon,1970-1974,0,c,https://www.basketball-reference.com/players/c/cannola01.html,
3096,comlela01,Larry Comley,1964,0,c,https://www.basketball-reference.com/players/c/comlela01.html,
3097,conlela01,Larry Conley,1968,0,c,https://www.basketball-reference.com/players/c/conlela01.html,
3098,costela01,Larry Costello,1955-1968,0,c,https://www.basketball-reference.com/players/c/costela01.html,
3099,demicla01,Larry Demic,1980-1982,0,d,https://www.basketball-reference.com/players/d/demicla01.html,
3100,drewla01,Larry Drew,1981-1991,0,d,https://www.basketball-reference.com/players/d/drewla01.html,
3101,drewla02,Larry Drew II,2015-2018,1,d,https://www.basketball-reference.com/players/d/drewla02.html,
3102,finchla01,Larry Finch,1974-1975,0,f,https://www.basketball-reference.com/players/f/finchla01.html,
3103,foglela01,Larry Fogle,1976,0,f,https://www.basketball-reference.com/players/f/foglela01.html,
3104,foustla01,Larry Foust,1951-1962,0,f,https://www.basketball-reference.com/players/f/foustla01.html,
3105,frienla01,Larry Friend,1958,0,f,https://www.basketball-reference.com/players/f/frienla01.html,
3106,hennela01,Larry Hennessy,1956-1957,0,h,https://www.basketball-reference.com/players/h/hennela01.html,
3107,hughela01,Larry Hughes,1999-2012,0,h,https://www.basketball-reference.com/players/h/hughela01.html,
3108,johnsla01,Larry Johnson,1978,0,j,https://www.basketball-reference.com/players/j/johnsla01.html,
3109,johnsla02,Larry Johnson,1992-2001,0,j,https://www.basketball-reference.com/players/j/johnsla02.html,
3110,jonesla01,Larry Jones,1965-1974,0,j,https://www.basketball-reference.com/players/j/jonesla01.html,
3111,kenonla01,Larry Kenon,1974-1983,0,k,https://www.basketball-reference.com/players/k/kenonla01.html,
3112,krystla01,Larry Krystkowiak,1987-1997,0,k,https://www.basketball-reference.com/players/k/krystla01.html,
3113,mcneila01,Larry McNeill,1974-1979,0,m,https://www.basketball-reference.com/players/m/mcneila01.html,
3114,michela01,Larry Micheaux,1984-1985,0,m,https://www.basketball-reference.com/players/m/michela01.html,
3115,mikanla01,Larry Mikan,1971,0,m,https://www.basketball-reference.com/players/m/mikanla01.html,
3116,millela01,Larry Miller,1969-1975,0,m,https://www.basketball-reference.com/players/m/millela01.html,
3117,moffela01,Larry Moffett,1978,0,m,https://www.basketball-reference.com/players/m/moffela01.html,
3118,moorela01,Larry Moore,1968,0,m,https://www.basketball-reference.com/players/m/moorela01.html,
3119,nancela01,Larry Nance,1982-1994,0,n,https://www.basketball-reference.com/players/n/nancela01.html,
3120,nancela02,Larry Nance Jr.,2016-2018,1,n,https://www.basketball-reference.com/players/n/nancela02.html,
3121,owensla01,Larry Owens,2011-2012,0,o,https://www.basketball-reference.com/players/o/owensla01.html,
3122,robinla01,Larry Robinson,1991-2002,0,r,https://www.basketball-reference.com/players/r/robinla01.html,
3123,sandela01,Larry Sanders,2011-2017,0,s,https://www.basketball-reference.com/players/s/sandela01.html,
3124,siegfla01,Larry Siegfried,1964-1972,0,s,https://www.basketball-reference.com/players/s/siegfla01.html,
3125,smithla01,Larry Smith,1981-1993,0,s,https://www.basketball-reference.com/players/s/smithla01.html,
3126,sprigla01,Larry Spriggs,1982-1986,0,s,https://www.basketball-reference.com/players/s/sprigla01.html,
3127,stavela01,Larry Staverman,1959-1964,0,s,https://www.basketball-reference.com/players/s/stavela01.html,
3128,steella01,Larry Steele,1972-1980,0,s,https://www.basketball-reference.com/players/s/steella01.html,
3129,stewala01,Larry Stewart,1992-1997,0,s,https://www.basketball-reference.com/players/s/stewala01.html,
3130,sykesla01,Larry Sykes,1996,0,s,https://www.basketball-reference.com/players/s/sykesla01.html,
3131,wrighla01,Larry Wright,1977-1982,0,w,https://www.basketball-reference.com/players/w/wrighla01.html,
3132,hansela01,Lars Hansen,1979,0,h,https://www.basketball-reference.com/players/h/hansela01.html,
3133,martila01,LaRue Martin,1973-1976,0,m,https://www.basketball-reference.com/players/m/martila01.html,
3134,thompla01,LaSalle Thompson,1983-1997,0,t,https://www.basketball-reference.com/players/t/thompla01.html,
3135,willila01,Latavious Williams,-,0,w,https://www.basketball-reference.com/players/w/willila01.html,
3136,sprewla01,Latrell Sprewell,1993-2005,0,s,https://www.basketball-reference.com/players/s/sprewla01.html,
3137,bowerla01,Laurence Bowers,-,0,b,https://www.basketball-reference.com/players/b/bowerla01.html,
3138,markkla01,Lauri Markkanen,2018,1,m,https://www.basketball-reference.com/players/m/markkla01.html,
3139,postela01,Lavor Postell,2001-2003,0,p,https://www.basketball-reference.com/players/p/postela01.html,
3140,allenla01,Lavoy Allen,2012-2017,1,a,https://www.basketball-reference.com/players/a/allenla01.html,
3141,bostola01,Lawrence Boston,1980,0,b,https://www.basketball-reference.com/players/b/bostola01.html,
3142,fundela01,Lawrence Funderburke,1998-2005,0,f,https://www.basketball-reference.com/players/f/fundela01.html,
3143,motenla01,Lawrence Moten,1996-1998,0,m,https://www.basketball-reference.com/players/m/motenla01.html,
3144,roberla01,Lawrence Roberts,2006-2007,0,r,https://www.basketball-reference.com/players/r/roberla01.html,
3145,haywala01,Lazar Hayward,2011-2013,0,h,https://www.basketball-reference.com/players/h/haywala01.html,
3146,borrela01,Lazaro Borrell,2000,0,b,https://www.basketball-reference.com/players/b/borrela01.html,
3147,jonesla02,Lazeric Jones,-,0,j,https://www.basketball-reference.com/players/j/jonesla02.html,
3148,nashle01,Le'Bryan Nash,-,0,n,https://www.basketball-reference.com/players/n/nashle01.html,
3149,barbole01,Leandro Barbosa,2004-2017,0,b,https://www.basketball-reference.com/players/b/barbole01.html,
3150,lentzle01,Leary Lentz,1968-1969,0,l,https://www.basketball-reference.com/players/l/lentzle01.html,
3151,jamesle01,LeBron James,2004-2019,1,j,https://www.basketball-reference.com/players/j/jamesle01.html,
3152,eacklle01,Ledell Eackles,1989-1998,0,e,https://www.basketball-reference.com/players/e/eacklle01.html,
3153,davisle01,Lee Davis,1969-1976,0,d,https://www.basketball-reference.com/players/d/davisle01.html,
3154,johnsle01,Lee Johnson,1981,0,j,https://www.basketball-reference.com/players/j/johnsle01.html,
3155,knorele01,Lee Knorek,1947-1950,0,k,https://www.basketball-reference.com/players/k/knorele01.html,
3156,maybele01,Lee Mayberry,1993-1999,0,m,https://www.basketball-reference.com/players/m/maybele01.html,
3157,nailole01,Lee Nailon,2001-2006,0,n,https://www.basketball-reference.com/players/n/nailole01.html,
3158,robbile01,Lee Robbins,1948-1949,0,r,https://www.basketball-reference.com/players/r/robbile01.html,
3159,shaffle01,Lee Shaffer,1962-1964,0,s,https://www.basketball-reference.com/players/s/shaffle01.html,
3160,winfile01,Lee Winfield,1970-1976,0,w,https://www.basketball-reference.com/players/w/winfile01.html,
3161,mitchle01,Leland Mitchell,1968,0,m,https://www.basketball-reference.com/players/m/mitchle01.html,
3162,chapple01,Len Chappell,1963-1972,0,c,https://www.basketball-reference.com/players/c/chapple01.html,
3163,elmorle01,Len Elmore,1975-1984,0,e,https://www.basketball-reference.com/players/e/elmorle01.html,
3164,kosmale01,Len Kosmalski,1975-1976,0,k,https://www.basketball-reference.com/players/k/kosmale01.html,
3165,rosenle01,Lennie Rosenbluth,1958-1959,0,r,https://www.basketball-reference.com/players/r/rosenle01.html,
3166,wilkele01,Lenny Wilkens,1961-1975,0,w,https://www.basketball-reference.com/players/w/wilkele01.html,
3167,barnhle01,Leo Barnhorst,1950-1954,0,b,https://www.basketball-reference.com/players/b/barnhle01.html,
3168,gottlle01,Leo Gottlieb,1947-1948,0,g,https://www.basketball-reference.com/players/g/gottlle01.html,
3169,katkale01,Leo Katkaveck,1949-1950,0,k,https://www.basketball-reference.com/players/k/katkale01.html,
3170,klierle01,Leo Klier,1949-1950,0,k,https://www.basketball-reference.com/players/k/klierle01.html,
3171,kubiale01,Leo Kubiak,1950,0,k,https://www.basketball-reference.com/players/k/kubiale01.html,
3172,mogusle01,Leo Mogus,1947-1951,0,m,https://www.basketball-reference.com/players/m/mogusle01.html,
3173,rautile01,Leo Rautins,1984-1985,0,r,https://www.basketball-reference.com/players/r/rautile01.html,
3174,benbole01,Leon Benbow,1975-1976,0,b,https://www.basketball-reference.com/players/b/benbole01.html,
3175,blevile01,Leon Blevins,1951,0,b,https://www.basketball-reference.com/players/b/blevile01.html,
3176,brownle01,Leon Brown,1947,0,b,https://www.basketball-reference.com/players/b/brownle01.html,
3177,douglle01,Leon Douglas,1977-1983,0,d,https://www.basketball-reference.com/players/d/douglle01.html,
3178,powele01,Leon Powe,2007-2011,0,p,https://www.basketball-reference.com/players/p/powele01.html,
3179,smithle01,Leon Smith,2002-2004,0,s,https://www.basketball-reference.com/players/s/smithle01.html,
3180,woodle01,Leon Wood,1985-1991,0,w,https://www.basketball-reference.com/players/w/woodle01.html,
3181,grayle01,Leonard Gray,1975-1977,0,g,https://www.basketball-reference.com/players/g/grayle01.html,
3182,taylole01,Leonard Taylor,1990,0,t,https://www.basketball-reference.com/players/t/taylole01.html,
3183,ellisle02,LeRon Ellis,1992-1996,0,e,https://www.basketball-reference.com/players/e/ellisle02.html,
3184,chollle01,Leroy Chollet,1950-1951,0,c,https://www.basketball-reference.com/players/c/chollle01.html,
3185,combsle01,Leroy Combs,1984,0,c,https://www.basketball-reference.com/players/c/combsle01.html,
3186,ellisle01,Leroy Ellis,1963-1976,0,e,https://www.basketball-reference.com/players/e/ellisle01.html,
3187,wrighle01,Leroy Wright,1968-1969,0,w,https://www.basketball-reference.com/players/w/wrighle01.html,
3188,huntele01,Les Hunter,1965-1973,0,h,https://www.basketball-reference.com/players/h/huntele01.html,
3189,jepsele01,Les Jepsen,1991-1992,0,j,https://www.basketball-reference.com/players/j/jepsele01.html,
3190,pughle01,Les Pugh,1949-1950,0,p,https://www.basketball-reference.com/players/p/pughle01.html,
3191,connele01,Lester Conner,1983-1995,0,c,https://www.basketball-reference.com/players/c/connele01.html,
3192,hudsole01,Lester Hudson,2010-2015,0,h,https://www.basketball-reference.com/players/h/hudsole01.html,
3193,selvale01,Lester Selvage,1968-1970,0,s,https://www.basketball-reference.com/players/s/selvale01.html,
3194,tartle01,Levern Tart,1968-1971,0,t,https://www.basketball-reference.com/players/t/tartle01.html,
3195,fontale01,Levi Fontaine,1971,0,f,https://www.basketball-reference.com/players/f/fontale01.html,
3196,randole01,Levi Randolph,-,0,r,https://www.basketball-reference.com/players/r/randole01.html,
3197,hitchle01,Lew Hitch,1952-1957,0,h,https://www.basketball-reference.com/players/h/hitchle01.html,
3198,brownle02,Lewis Brown,1981,0,b,https://www.basketball-reference.com/players/b/brownle02.html,
3199,lloydle01,Lewis Lloyd,1982-1990,0,l,https://www.basketball-reference.com/players/l/lloydle01.html,
3200,mcmorli01,Liam McMorrow,-,0,m,https://www.basketball-reference.com/players/m/mcmorli01.html,
3201,kleizli01,Linas Kleiza,2006-2013,0,k,https://www.basketball-reference.com/players/k/kleizli01.html,
3202,hairsli01,Lindsay Hairston,1976,0,h,https://www.basketball-reference.com/players/h/hairsli01.html,
3203,hunteli01,Lindsey Hunter,1994-2010,0,h,https://www.basketball-reference.com/players/h/hunteli01.html,
3204,johnsli01,Linton Johnson,2004-2009,0,j,https://www.basketball-reference.com/players/j/johnsli01.html,
3205,towneli01,Linton Townes,1983-1985,0,t,https://www.basketball-reference.com/players/t/towneli01.html,
3206,billili01,Lionel Billingy,1975,0,b,https://www.basketball-reference.com/players/b/billili01.html,
3207,chalmli01,Lionel Chalmers,2005,0,c,https://www.basketball-reference.com/players/c/chalmli01.html,
3208,hollili01,Lionel Hollins,1976-1985,0,h,https://www.basketball-reference.com/players/h/hollili01.html,
3209,malamli01,Lionel Malamed,1949,0,m,https://www.basketball-reference.com/players/m/malamli01.html,
3210,simmoli01,Lionel Simmons,1991-1997,0,s,https://www.basketball-reference.com/players/s/simmoli01.html,
3211,eliyali01,Lior Eliyahu,-,0,e,https://www.basketball-reference.com/players/e/eliyali01.html,
3212,greenli01,Litterial Green,1993-1999,0,g,https://www.basketball-reference.com/players/g/greenli01.html,
3213,jeancli01,Livio Jean-Charles,-,0,j,https://www.basketball-reference.com/players/j/jeancli01.html,
3214,battsll01,Lloyd Batts,1975,0,b,https://www.basketball-reference.com/players/b/battsll01.html,
