,0,1,2,3,4,5,6
4217,masonro01,Roger Mason,2003-2014,0,m,https://www.basketball-reference.com/players/m/masonro01.html,
4218,pheglro01,Roger Phegley,1979-1984,0,p,https://www.basketball-reference.com/players/p/pheglro01.html,
4219,powelro01,Roger Powell,2007,0,p,https://www.basketball-reference.com/players/p/powelro01.html,
4220,schurro01,Roger Schurig,1968,0,s,https://www.basketball-reference.com/players/s/schurro01.html,
4221,stricro01,Roger Strickland,1964,0,s,https://www.basketball-reference.com/players/s/stricro01.html,
4222,ukicro01,Roko Ukic,2009-2010,0,u,https://www.basketball-reference.com/players/u/ukicro01.html,
4223,westro01,Roland West,1968,0,w,https://www.basketball-reference.com/players/w/westro01.html,
4224,blackro01,Rolando Blackman,1982-1994,0,b,https://www.basketball-reference.com/players/b/blackro01.html,
4225,ferrero01,Rolando Ferreira,1989,0,f,https://www.basketball-reference.com/players/f/ferrero01.html,
4226,hansro01,Rollen Hans,1954-1955,0,h,https://www.basketball-reference.com/players/h/hansro01.html,
4227,seltzro01,Rollie Seltz,1950,0,s,https://www.basketball-reference.com/players/s/seltzro01.html,
4228,osbyro01,Romero Osby,-,0,o,https://www.basketball-reference.com/players/o/osbyro01.html,
4229,anderro01,Ron Anderson,1985-1994,0,a,https://www.basketball-reference.com/players/a/anderro01.html,
4230,anderro02,Ron Anderson,-,0,a,https://www.basketball-reference.com/players/a/anderro02.html,
4231,bakerro01,Ron Baker,2017-2019,1,b,https://www.basketball-reference.com/players/b/bakerro01.html,
4232,behagro01,Ron Behagen,1974-1980,0,b,https://www.basketball-reference.com/players/b/behagro01.html,
4233,bonharo01,Ron Bonham,1965-1968,0,b,https://www.basketball-reference.com/players/b/bonharo01.html,
4234,boonero01,Ron Boone,1969-1981,0,b,https://www.basketball-reference.com/players/b/boonero01.html,
4235,brewero01,Ron Brewer,1979-1986,0,b,https://www.basketball-reference.com/players/b/brewero01.html,
4236,cartero01,Ron Carter,1979-1980,0,c,https://www.basketball-reference.com/players/c/cartero01.html,
4237,cavenro01,Ron Cavenall,1985-1989,0,c,https://www.basketball-reference.com/players/c/cavenro01.html,
4238,creviro01,Ron Crevier,1986,0,c,https://www.basketball-reference.com/players/c/creviro01.html,
4239,davisro01,Ron Davis,1977-1982,0,d,https://www.basketball-reference.com/players/d/davisro01.html,
4240,dorsero01,Ron Dorsey,1972,0,d,https://www.basketball-reference.com/players/d/dorsero01.html,
4241,feierro01,Ron Feiereisel,1956,0,f,https://www.basketball-reference.com/players/f/feierro01.html,
4242,filipro01,Ron Filipek,1968,0,f,https://www.basketball-reference.com/players/f/filipro01.html,
4243,grandro01,Ron Grandison,1989-1996,0,g,https://www.basketball-reference.com/players/g/grandro01.html,
4244,harpero01,Ron Harper,1987-2001,0,h,https://www.basketball-reference.com/players/h/harpero01.html,
4245,hornro01,Ron Horn,1962-1968,0,h,https://www.basketball-reference.com/players/h/hornro01.html,
4246,howarro01,Ron Howard,-,0,h,https://www.basketball-reference.com/players/h/howarro01.html,
4247,johnsro01,Ron Johnson,1961,0,j,https://www.basketball-reference.com/players/j/johnsro01.html,
4248,kingro01,Ron King,1974,0,k,https://www.basketball-reference.com/players/k/kingro01.html,
4249,knighro01,Ron Knight,1971-1972,0,k,https://www.basketball-reference.com/players/k/knighro01.html,
4250,leero01,Ron Lee,1977-1982,0,l,https://www.basketball-reference.com/players/l/leero01.html,
4251,livinro01,Ron Livingstone,1950-1951,0,l,https://www.basketball-reference.com/players/l/livinro01.html,
4252,mercero01,Ron Mercer,1998-2005,0,m,https://www.basketball-reference.com/players/m/mercero01.html,
4253,moorero01,Ron Moore,1988,0,m,https://www.basketball-reference.com/players/m/moorero01.html,
4254,nelsoro01,Ron Nelson,1971,0,n,https://www.basketball-reference.com/players/n/nelsoro01.html,
4255,perryro01,Ron Perry,1968-1970,0,p,https://www.basketball-reference.com/players/p/perryro01.html,
4256,reedro01,Ron Reed,1966-1967,0,r,https://www.basketball-reference.com/players/r/reedro01.html,
4257,rileyro01,Ron Riley,1973-1976,0,r,https://www.basketball-reference.com/players/r/rileyro01.html,
4258,rowanro01,Ron Rowan,1987,0,r,https://www.basketball-reference.com/players/r/rowanro01.html,
4259,sanforo01,Ron Sanford,1972,0,s,https://www.basketball-reference.com/players/s/sanforo01.html,
4260,shavlro01,Ron Shavlik,1957-1958,0,s,https://www.basketball-reference.com/players/s/shavlro01.html,
4261,sobiero01,Ron Sobie,1957-1960,0,s,https://www.basketball-reference.com/players/s/sobiero01.html,
4262,wattsro01,Ron Watts,1966-1967,0,w,https://www.basketball-reference.com/players/w/wattsro01.html,
4263,widbyro01,Ron Widby,1968,0,w,https://www.basketball-reference.com/players/w/widbyro01.html,
4264,williro01,Ron Williams,1969-1976,0,w,https://www.basketball-reference.com/players/w/williro01.html,
4265,duprero01,Ronald Dupree,2004-2011,0,d,https://www.basketball-reference.com/players/d/duprero01.html,
4266,franzro01,Ronald Franz,1968-1973,0,f,https://www.basketball-reference.com/players/f/franzro01.html,
4267,kozliro01,Ronald Kozlicki,1968,0,k,https://www.basketball-reference.com/players/k/kozliro01.html,
4268,murraro01,Ronald Murray,2003-2010,0,m,https://www.basketball-reference.com/players/m/murraro01.html,
4269,roberro01,Ronald Roberts,-,0,r,https://www.basketball-reference.com/players/r/roberro01.html,
4270,tayloro01,Ronald Taylor,1970-1972,0,t,https://www.basketball-reference.com/players/t/tayloro01.html,
4271,thomaro01,Ronald Thomas,1973-1976,0,t,https://www.basketball-reference.com/players/t/thomaro01.html,
4272,holliro01,Rondae Hollis-Jefferson,2016-2018,1,h,https://www.basketball-reference.com/players/h/holliro01.html,
4273,brewero02,Ronnie Brewer,2007-2014,0,b,https://www.basketball-reference.com/players/b/brewero02.html,
4274,lestero01,Ronnie Lester,1981-1986,0,l,https://www.basketball-reference.com/players/l/lestero01.html,
4275,macgiro01,Ronnie MacGilvray,1955,0,m,https://www.basketball-reference.com/players/m/macgiro01.html,
4276,murphro01,Ronnie Murphy,1988,0,m,https://www.basketball-reference.com/players/m/murphro01.html,
4277,pricero01,Ronnie Price,2006-2017,1,p,https://www.basketball-reference.com/players/p/pricero01.html,
4278,robinro01,Ronnie Robinson,1974-1975,0,r,https://www.basketball-reference.com/players/r/robinro01.html,
4279,valenro01,Ronnie Valentine,1981,0,v,https://www.basketball-reference.com/players/v/valenro01.html,
4280,turiaro01,Ronny Turiaf,2006-2015,0,t,https://www.basketball-reference.com/players/t/turiaro01.html,
4281,seikaro01,Rony Seikaly,1989-1999,0,s,https://www.basketball-reference.com/players/s/seikaro01.html,
4282,sparrro01,Rory Sparrow,1981-1992,0,s,https://www.basketball-reference.com/players/s/sparrro01.html,
4283,whitero01,Rory White,1983-1987,0,w,https://www.basketball-reference.com/players/w/whitero01.html,
4284,smithro02,Roscoe Smith,-,0,s,https://www.basketball-reference.com/players/s/smithro02.html,
4285,mcleoro01,Roshown McLeod,1999-2001,0,m,https://www.basketball-reference.com/players/m/mcleoro01.html,
4286,garrero01,Rowland Garrett,1973-1977,0,g,https://www.basketball-reference.com/players/g/garrero01.html,
4287,ebronro01,Roy Ebron,1974,0,e,https://www.basketball-reference.com/players/e/ebronro01.html,
4288,hamilro01,Roy Hamilton,1980-1981,0,h,https://www.basketball-reference.com/players/h/hamilro01.html,
4289,hibbero01,Roy Hibbert,2009-2017,0,h,https://www.basketball-reference.com/players/h/hibbero01.html,
4290,hinsoro01,Roy Hinson,1984-1991,0,h,https://www.basketball-reference.com/players/h/hinsoro01.html,
4291,hurlero01,Roy Hurley,1947,0,h,https://www.basketball-reference.com/players/h/hurlero01.html,
4292,marblro01,Roy Marble,1990-1994,0,m,https://www.basketball-reference.com/players/m/marblro01.html,
4293,mcpipro01,Roy McPipe,1975,0,m,https://www.basketball-reference.com/players/m/mcpipro01.html,
4294,pughro01,Roy Pugh,1949,0,p,https://www.basketball-reference.com/players/p/pughro01.html,
4295,rogerro02,Roy Rogers,1997-2000,0,r,https://www.basketball-reference.com/players/r/rogerro02.html,
4296,tarplro01,Roy Tarpley,1987-1995,0,t,https://www.basketball-reference.com/players/t/tarplro01.html,
4297,iveyro01,Royal Ivey,2005-2014,0,i,https://www.basketball-reference.com/players/i/iveyro01.html,
4298,onealro01,Royce O'Neale,2018-2019,1,o,https://www.basketball-reference.com/players/o/onealro01.html,
4299,whitero03,Royce White,2014,1,w,https://www.basketball-reference.com/players/w/whitero03.html,
4300,boumtru01,Ruben Boumtje-Boumtje,2002-2004,0,b,https://www.basketball-reference.com/players/b/boumtru01.html,
4301,garceru01,Ruben Garces,2001,0,g,https://www.basketball-reference.com/players/g/garceru01.html,
4302,nembhru01,Ruben Nembhard,1997,0,n,https://www.basketball-reference.com/players/n/nembhru01.html,
4303,patteru01,Ruben Patterson,1999-2008,0,p,https://www.basketball-reference.com/players/p/patteru01.html,
4304,wolkoru01,Ruben Wolkowyski,2001-2003,0,w,https://www.basketball-reference.com/players/w/wolkoru01.html,
4305,russeru01,Rubin Russell,1968,0,r,https://www.basketball-reference.com/players/r/russeru01.html,
4306,fernaru01,Rudy Fernandez,2009-2012,0,f,https://www.basketball-reference.com/players/f/fernaru01.html,
4307,gayru01,Rudy Gay,2007-2019,1,g,https://www.basketball-reference.com/players/g/gayru01.html,
4308,goberru01,Rudy Gobert,2014-2019,1,g,https://www.basketball-reference.com/players/g/goberru01.html,
4309,hackeru01,Rudy Hackett,1976-1977,0,h,https://www.basketball-reference.com/players/h/hackeru01.html,
4310,larusru01,Rudy LaRusso,1960-1969,0,l,https://www.basketball-reference.com/players/l/larusru01.html,
4311,macklru01,Rudy Macklin,1982-1984,0,m,https://www.basketball-reference.com/players/m/macklru01.html,
4312,tomjaru01,Rudy Tomjanovich,1971-1981,0,t,https://www.basketball-reference.com/players/t/tomjaru01.html,
4313,whiteru01,Rudy White,1976-1981,0,w,https://www.basketball-reference.com/players/w/whiteru01.html,
4314,robinru01,Rumeal Robinson,1991-1997,0,r,https://www.basketball-reference.com/players/r/robinru01.html,
4315,leeru01,Russ Lee,1973-1975,0,l,https://www.basketball-reference.com/players/l/leeru01.html,
4316,schoeru01,Russ Schoene,1983-1989,0,s,https://www.basketball-reference.com/players/s/schoeru01.html,
4317,smithru01,Russ Smith,2015-2016,0,s,https://www.basketball-reference.com/players/s/smithru01.html,
4318,critcru01,Russell Critchfield,1969,0,c,https://www.basketball-reference.com/players/c/critcru01.html,
4319,crossru01,Russell Cross,1984,0,c,https://www.basketball-reference.com/players/c/crossru01.html,
4320,westbru01,Russell Westbrook,2009-2018,1,w,https://www.basketball-reference.com/players/w/westbru01.html,
4321,larueru01,Rusty LaRue,1998-2004,0,l,https://www.basketball-reference.com/players/l/larueru01.html,
4322,anderry01,Ryan Anderson,2009-2019,1,a,https://www.basketball-reference.com/players/a/anderry01.html,
4323,arcidry01,Ryan Arcidiacono,2018-2019,1,a,https://www.basketball-reference.com/players/a/arcidry01.html,
4324,boatrry01,Ryan Boatright,-,0,b,https://www.basketball-reference.com/players/b/boatrry01.html,
4325,bowenry01,Ryan Bowen,2000-2010,0,b,https://www.basketball-reference.com/players/b/bowenry01.html,
4326,broekry01,Ryan Broekhoff,2019,1,b,https://www.basketball-reference.com/players/b/broekry01.html,
4327,evansry01,Ryan Evans,-,0,e,https://www.basketball-reference.com/players/e/evansry01.html,
4328,gomesry01,Ryan Gomes,2006-2014,0,g,https://www.basketball-reference.com/players/g/gomesry01.html,
4329,holliry01,Ryan Hollins,2007-2016,0,h,https://www.basketball-reference.com/players/h/holliry01.html,
4330,humphry01,Ryan Humphrey,2003-2005,0,h,https://www.basketball-reference.com/players/h/humphry01.html,
4331,kellyry01,Ryan Kelly,2014-2017,1,k,https://www.basketball-reference.com/players/k/kellyry01.html,
4332,lorthry01,Ryan Lorthridge,1995,0,l,https://www.basketball-reference.com/players/l/lorthry01.html,
4333,reidry01,Ryan Reid,2012,0,r,https://www.basketball-reference.com/players/r/reidry01.html,
4334,richary01,Ryan Richards,-,0,r,https://www.basketball-reference.com/players/r/richary01.html,
4335,roberry01,Ryan Robertson,2000,0,r,https://www.basketball-reference.com/players/r/roberry01.html,
4336,stackry01,Ryan Stack,1999-2000,0,s,https://www.basketball-reference.com/players/s/stackry01.html,
4337,thompry01,Ryan Thompson,-,0,t,https://www.basketball-reference.com/players/t/thompry01.html,
4338,mejrisa01,Salah Mejri,2016-2018,1,m,https://www.basketball-reference.com/players/m/mejrisa01.html,
4339,stoudsa01,Salim Stoudamire,2006-2008,0,s,https://www.basketball-reference.com/players/s/stoudsa01.html,
4340,bowiesa01,Sam Bowie,1985-1995,0,b,https://www.basketball-reference.com/players/b/bowiesa01.html,
4341,cashsa01,Sam Cash,1973,0,c,https://www.basketball-reference.com/players/c/cashsa01.html,
4342,cassesa01,Sam Cassell,1994-2008,0,c,https://www.basketball-reference.com/players/c/cassesa01.html,
4343,dekkesa01,Sam Dekker,2016-2019,1,d,https://www.basketball-reference.com/players/d/dekkesa01.html,
4344,jacobsa01,Sam Jacobson,1999-2001,0,j,https://www.basketball-reference.com/players/j/jacobsa01.html,
4345,jonessa01,Sam Jones,1958-1969,0,j,https://www.basketball-reference.com/players/j/jonessa01.html,
4346,laceysa01,Sam Lacey,1971-1983,0,l,https://www.basketball-reference.com/players/l/laceysa01.html,
4347,macksa01,Sam Mack,1993-2002,0,m,https://www.basketball-reference.com/players/m/macksa01.html,
4348,mitchsa01,Sam Mitchell,1990-2002,0,m,https://www.basketball-reference.com/players/m/mitchsa01.html,
4349,pellosa01,Sam Pellom,1980-1983,0,p,https://www.basketball-reference.com/players/p/pellosa01.html,
4350,perkisa01,Sam Perkins,1985-2001,0,p,https://www.basketball-reference.com/players/p/perkisa01.html,
4351,ranzisa01,Sam Ranzino,1952,0,r,https://www.basketball-reference.com/players/r/ranzisa01.html,
4352,sibersa01,Sam Sibert,1973,0,s,https://www.basketball-reference.com/players/s/sibersa01.html,
4353,smithsa01,Sam Smith,1968-1971,0,s,https://www.basketball-reference.com/players/s/smithsa01.html,
4354,smithsa02,Sam Smith,1979-1980,0,s,https://www.basketball-reference.com/players/s/smithsa02.html,
4355,stithsa01,Sam Stith,1962,0,s,https://www.basketball-reference.com/players/s/stithsa01.html,
4356,thompsa01,Sam Thompson,-,0,t,https://www.basketball-reference.com/players/t/thompsa01.html,
4357,vincesa01,Sam Vincent,1986-1992,0,v,https://www.basketball-reference.com/players/v/vincesa01.html,
4358,willisa02,Sam Williams,1982-1985,0,w,https://www.basketball-reference.com/players/w/willisa02.html,
4359,willisa01,Sam Williams,1969-1970,0,w,https://www.basketball-reference.com/players/w/willisa01.html,
4360,worthsa01,Sam Worthen,1981-1982,0,w,https://www.basketball-reference.com/players/w/worthsa01.html,
4361,youngsa01,Sam Young,2010-2013,0,y,https://www.basketball-reference.com/players/y/youngsa01.html,
4362,walkesa01,Samaki Walker,1997-2006,0,w,https://www.basketball-reference.com/players/w/walkesa01.html,
4363,samuesa01,Samardo Samuels,2011-2013,0,s,https://www.basketball-reference.com/players/s/samuesa01.html,
4364,cartesa01,Sampson Carter,-,0,c,https://www.basketball-reference.com/players/c/cartesa01.html,
4365,dalemsa01,Samuel Dalembert,2002-2015,0,d,https://www.basketball-reference.com/players/d/dalemsa01.html,
4366,littlsa01,Samuel Little,1970,0,l,https://www.basketball-reference.com/players/l/littlsa01.html,
4367,robinsa01,Samuel Robinson,1971-1972,0,r,https://www.basketball-reference.com/players/r/robinsa01.html,
4368,wattssa01,Samuel Watts,1971,0,w,https://www.basketball-reference.com/players/w/wattssa01.html,
4369,becirsa01,Sani Becirovic,-,0,b,https://www.basketball-reference.com/players/b/becirsa01.html,
4370,jasiksa01,Sarunas Jasikevicius,2006-2007,0,j,https://www.basketball-reference.com/players/j/jasiksa01.html,
4371,marcisa01,Sarunas Marciulionis,1990-1997,0,m,https://www.basketball-reference.com/players/m/marcisa01.html,
4372,danilsa01,Sasha Danilovic,1996-1997,0,d,https://www.basketball-reference.com/players/d/danilsa01.html,
4373,kaunsa01,Sasha Kaun,2016,0,k,https://www.basketball-reference.com/players/k/kaunsa01.html,
4374,pavloal01,Sasha Pavlovic,2004-2013,0,p,https://www.basketball-reference.com/players/p/pavloal01.html,
4375,vujacsa01,Sasha Vujacic,2005-2017,1,v,https://www.basketball-reference.com/players/v/vujacsa01.html,
4376,singhsa01,Satnam Singh,-,0,s,https://www.basketball-reference.com/players/s/singhsa01.html,
4377,mariasa01,Saul Mariaschin,1948,0,m,https://www.basketball-reference.com/players/m/mariasa01.html,
4378,smithsc01,Scoochie Smith,-,0,s,https://www.basketball-reference.com/players/s/smithsc01.html,
4379,jardisc01,Scoop Jardine,-,0,j,https://www.basketball-reference.com/players/j/jardisc01.html,
4380,mccrasc01,Scooter McCray,1984-1987,0,m,https://www.basketball-reference.com/players/m/mccrasc01.html,
